"","Rank","Username","Score","Country","Accepted","Partial","Failed"
"2021",1919,"pyroclastic0885",100,"Singapore",1,0,0
"2022",1919,"ppatpitsinee",100,"Singapore",1,0,0
"2023",1919,"peraseun",100,"Singapore",1,0,0
"2024",1919,"penguinhacker",100,"United States",1,0,0
"2025",1919,"paulomiranda98",100,"Brazil",1,0,0
"2026",1919,"panospask",100,"Greece",1,0,0
"2027",1919,"paganina",100,"Singapore",1,0,0
"2028",1919,"new2coding279",100,"Singapore",1,0,0
"2029",1919,"mjurach",100,"Poland",1,0,0
"2030",1919,"miloovann",100,"Singapore",1,0,0
"2031",1919,"merdesa",100,"Indonesia",1,0,0
"2032",1919,"lorraine",100,"Singapore",1,0,0
"2033",1919,"lifchrs",100,"Singapore",1,0,0
"2034",1919,"lierq34",100,"India",1,0,0
"2035",1919,"leroy485",100,"Singapore",1,0,0
"2036",1919,"lequangtrung123",100,"Viet Nam",1,0,0
"2037",1919,"lemon",100,"Singapore",1,0,0
"2038",1919,"lameusername",100,"India",1,0,0
"2039",1919,"kurryrice",100,"Singapore",1,0,0
"2040",1919,"kuangjingkai",100,"Singapore",1,0,0
"2041",1919,"krazykat",100,"Singapore",1,0,0
"2042",1919,"koustubh39",100,"India",1,0,0
"2043",1919,"katelynguoooo",100,"Singapore",1,0,0
"2044",1919,"karishmaaa101",100,"India",1,0,0
"2045",1919,"kabika",100,"India",1,0,0
"2046",1919,"johnoliver",100,"Singapore",1,0,0
"2047",1919,"joeyyy1",100,"Singapore",1,0,0
"2048",1919,"jmyszka",100,"Poland",1,0,0
"2049",1919,"jieqinglovescoding",100,"Singapore",1,0,0
"2050",1919,"jiahai",100,"Singapore",1,0,0
"2051",1919,"jane",100,"Singapore",1,0,0
"2052",1919,"ikaurov",100,"Spain",1,0,0
"2053",1919,"hy",100,"Singapore",1,0,0
"2054",1919,"hongkaikai",100,"Singapore",1,0,0
"2055",1919,"gordon",100,"Singapore",1,0,0
"2056",1919,"giulian",100,"Romania",1,0,0
"2057",1919,"funnymagicman",100,"Singapore",1,0,0
"2058",1919,"euleriantourist",100,"United States",1,0,0
"2059",1919,"dsgsdg",100,"Romania",1,0,0
"2060",1919,"destroyer",100,"India",1,0,0
"2061",1919,"denkata",100,"Bulgaria",1,0,0
"2062",1919,"declim",100,"Singapore",1,0,0
"2063",1919,"danitro",100,"Bulgaria",1,0,0
"2064",1919,"coderbodoh",100,"Indonesia",1,0,0
"2065",1919,"chunkyy",100,"India",1,0,0
"2066",1919,"choops",100,"India",1,0,0
"2067",1919,"charm",100,"Singapore",1,0,0
"2068",1919,"charliethetree",100,"Singapore",1,0,0
"2069",1919,"chanhchuong256",100,"Viet Nam",1,0,0
"2070",1919,"basaltrockformation",100,"Singapore",1,0,0
"2071",1919,"avaneeshk076",100,"United States",1,0,0
"2072",1919,"amin",100,"Indonesia",1,0,0
"2073",1919,"amankbps",100,"India",1,0,0
"2074",1919,"alekkwek",100,"Singapore",1,0,0
"2075",1919,"akmal",100,"Singapore",1,0,0
"2076",1919,"agru",100,"India",1,0,0
"2077",1919,"act133",100,"Singapore",1,0,0
"2078",1919,"abigail131",100,"Singapore",1,0,0
"2079",1919,"Zk",100,"Singapore",1,0,0
"2080",1919,"Zachary",100,"Singapore",1,0,0
"2081",1919,"ZJ",100,"Singapore",1,0,0
"2082",1919,"ValeraGrinenko",100,"Ukraine",1,0,0
"2083",1919,"TrainSounds9000",100,"Singapore",1,0,0
"2084",1919,"TS2392",100,"Singapore",1,0,0
"2085",1919,"StifflenTwee",100,"Singapore",1,0,0
"2086",1919,"Starchan",100,"India",1,0,0
"2087",1919,"Shafin54",100,"Bangladesh",1,0,0
"2088",1919,"ShadowSami",100,"Bangladesh",1,0,0
"2089",1919,"ScarletS",100,"Ireland",1,0,0
"2090",1919,"Rudro25",100,"Bangladesh",1,0,0
"2091",1919,"Risker2022",100,"Singapore",1,0,0
"2092",1919,"Rashmita",100,"Singapore",1,0,0
"2093",1919,"Randomguy0510",100,"Singapore",1,0,0
"2094",1919,"RandomLB",100,"Canada",1,0,0
"2095",1919,"PuttTim",100,"Singapore",1,0,0
"2096",1919,"Pixalesce",100,"Singapore",1,0,0
"2097",1919,"PianoPianist",100,"India",1,0,0
"2098",1919,"ObsidianXVI",100,"Singapore",1,0,0
"2099",1919,"OFFICIOUS",100,"India",1,0,0
"2100",1919,"NullifedJosh",100,"Singapore",1,0,0
"2101",1919,"NotIsora",100,"Viet Nam",1,0,0
"2102",1919,"MonDellBit",100,"Viet Nam",1,0,0
"2103",1919,"MladenP",100,"Serbia",1,0,0
"2104",1919,"Kendrick",100,"Singapore",1,0,0
"2105",1919,"Kay",100,"Singapore",1,0,0
"2106",1919,"Josh",100,"Singapore",1,0,0
"2107",1919,"Jiahao",100,"Singapore",1,0,0
"2108",1919,"IsmailFateen",100,"Egypt",1,0,0
"2109",1919,"IkkueInwza",100,"Singapore",1,0,0
"2110",1919,"IMystic",100,"India",1,0,0
"2111",1919,"Hzz",100,"Singapore",1,0,0
"2112",1919,"HoriaHaivas",100,"Romania",1,0,0
"2113",1919,"HelloIhatepeople",100,"Singapore",1,0,0
"2114",1919,"HeadmasterKirby",100,"Singapore",1,0,0
"2115",1919,"Harmly",100,"Singapore",1,0,0
"2116",1919,"HXintown",100,"Singapore",1,0,0
"2117",1919,"HBL",100,"Singapore",1,0,0
"2118",1919,"GR",100,"Singapore",1,0,0
"2119",1919,"GAMERWHO68",100,"Singapore",1,0,0
"2120",1919,"Forsteri123",100,"Singapore",1,0,0
"2121",1919,"Evang",100,"Canada",1,0,0
"2122",1919,"Edwardqiu",100,"Singapore",1,0,0
"2123",1919,"ETK",100,"United States",1,0,0
"2124",1919,"Dee123",100,"Singapore",1,0,0
"2125",1919,"DNGiac",100,"Singapore",1,0,0
"2126",1919,"Boris",100,"Bulgaria",1,0,0
"2127",1919,"BoopyTheNoob",100,"Singapore",1,0,0
"2128",1919,"Baterdene",100,"Mongolia",1,0,0
"2129",1919,"BBsu",100,"China",1,0,0
"2130",1919,"B",100,"Singapore",1,0,0
"2131",1919,"AudreyFA",100,"Singapore",1,0,0
"2132",1919,"AshrafSustS19",100,"Bangladesh",1,0,0
"2133",1919,"AmirElarbi",100,"Tunisia",1,0,0
"2134",1919,"Amaraa",100,"Mongolia",1,0,0
"2135",1919,"Akshit0402",100,"Singapore",1,0,0
"2136",1919,"Abrarul",100,"Singapore",1,0,0
"2137",1919,"ASN49K",100,"Romania",1,0,0
"2138",1919,"A3PK",100,"India",1,0,0
"2139",1919,"69420",100,"Singapore",1,0,0
"2140",1919,"10circle",100,"Singapore",1,0,0
"2141",1919,"0jas0jas",100,"United Kingdom",1,0,0
"2142",2142,"Zhenjun",90,"Singapore",0,4,0
"2143",2143,"upndown",75,"Viet Nam",0,1,0
"2144",2144,"KaiTheBuilder",70,"Singapore",0,2,0
"2145",2145,"RyanGao",69,"Singapore",0,1,0
"2146",2145,"Deepesson",69,"Brazil",0,1,0
"2147",2147,"zapzap",61,"Indonesia",0,3,0
"2148",2148,"JvThunder",60,"Indonesia",0,5,0
"2149",2148,"ArvinCiu",60,"Indonesia",0,2,0
"2150",2150,"Gary",55,"Singapore",0,3,1
"2151",2150,"ReiKz",55,"Singapore",0,1,0
"2152",2150,"IBMXY",55,"Indonesia",0,1,0
"2153",2153,"noahlim",53,"Singapore",0,3,1
"2154",2154,"qiyi",51,"Singapore",0,1,0
"2155",2155,"danielcm585",50,"Indonesia",0,1,0
"2156",2155,"b23v",50,"India",0,1,0
"2157",2155,"SaoST",50,"Viet Nam",0,1,0
"2158",2158,"Ryanjoo18",45,"Singapore",0,1,0
"2159",2158,"Batman217",45,"Singapore",0,1,0
"2160",2160,"red404",44,"Singapore",0,1,1
"2161",2161,"sentheta",43,"Indonesia",0,2,0
"2162",2162,"embekuro",36,"Indonesia",0,1,1
"2163",2162,"mostafa",36,"Egypt",0,1,0
"2164",2164,"EricPhobos",35,"Singapore",0,1,0
"2165",2165,"Ian86",33,"Indonesia",0,1,0
"2166",2166,"reiva5",31,"Indonesia",0,1,0
"2167",2166,"fwp",31,"Indonesia",0,1,0
"2168",2166,"Nur47",31,"Indonesia",0,1,0
"2169",2169,"Ausp3x",30,"Philippines",0,1,1
"2170",2170,"jeqcho",29,"Malaysia",0,3,0
"2171",2170,"zhekhai",29,"Singapore",0,1,0
"2172",2172,"CSQ31",24,"N/A",0,2,0
"2173",2173,"whenandwhere",23,"Singapore",0,1,0
"2174",2173,"DrollWolf",23,"Malaysia",0,1,0
"2175",2175,"Shaun",20,"Singapore",0,1,0
"2176",2175,"LegiboY55",20,"Singapore",0,1,0
"2177",2177,"AYUSHMAN2603",16,"India",0,1,1
"2178",2178,"rgm704",14,"Philippines",0,2,0
"2179",2178,"joshjms",14,"Indonesia",0,2,0
"2180",2180,"juancarlovieri",13,"Indonesia",0,1,2
"2181",2180,"PikachuGV",13,"Singapore",0,1,0
"2182",2182,"TusharMishra",12,"India",0,1,0
"2183",2182,"Pranav1056",12,"India",0,1,0
"2184",2182,"Jalppatel1428",12,"India",0,1,0
"2185",2185,"Xynterex",11,"Singapore",0,1,0
"2186",2185,"JJJwong",11,"Singapore",0,1,0
"2187",2187,"kongmoyu789",10,"Singapore",0,1,1
"2188",2187,"CyberSleeper",10,"Indonesia",0,1,0
"2189",2189,"v4nillacl0uds",9.93,"Singapore",0,1,0
"2190",2190,"trophylover06",9,"Singapore",0,1,1
"2191",2190,"Savi",9,"Singapore",0,1,1
"2192",2192,"wilsp",7,"India",0,1,2
"2193",2192,"Error",7,"Singapore",0,1,1
"2194",2194,"sheep",1,"Singapore",0,1,1
"2195",2195,"member",0.01,"N/A",0,1,0
